cell_id,batch,life,censored,theta_log10_a,theta_beta,own_theta_log10_a,own_theta_beta,own_log10_life,log10_var_delta_qv,log10_abs_min_delta_qv,log10_var_delta_qv_normalized,log10_abs_min_delta_qv_normalized,capacity_slope_2_100,capacity_intercept_2_100,capacity_slope_over_qref,capacity_intercept_over_qref,qd100_over_qref,ce_mean_10_100,ce_std_10_100,mean_charge_c_rate,mean_discharge_c_rate
b4c19,batch4,992.0,False,-5.981573715756444,1.60209386547059,-4.47140594653146,0.7590221806279611,4.97012608916698,-4.1518620956654155,-1.6559268104206757,-4.2237295025540265,-1.6965970061807178,-1.0767146567719237e-05,1.0525644598284885,-1.0227181066246512e-05,0.9997790265840288,0.9985100642849414,1.000136976737972,0.00013028038464968925,5.063000000000001,4.0
b4c20,batch4,748.0,False,-6.019973034071517,1.7215852856321596,-5.833287708885659,1.6342018058778771,3.1417892735662076,-4.269444989306593,-1.7124820355631736,-4.40778103734327,-1.7954686995764777,-3.1767925788499914e-05,1.0471025409828896,-3.0350998527541212e-05,1.0003992042521397,0.9970239366258052,1.0002770303198336,0.0001515604176666373,4.98875,4.0
b4c21,batch4,774.0,False,-6.798767080712914,1.9270177780956093,-3.1500106356469253,-0.21650070207577665,5.0,-4.186797797639418,-1.7051385018422562,-4.217718583330366,-1.7163224991652273,8.51639455782157e-06,1.05861383357452,8.038092675992255e-06,0.9991594499980557,0.9994320929672401,1.0004006966354506,3.63689169115016e-05,4.84,4.0
b4c22,batch4,672.0,False,-6.45690891862984,1.8539524599574657,-6.458596096188892,1.899177757196372,3.0326945806038825,-3.9065665245632726,-1.4841886749656157,-3.9967121427713423,-1.5326714097065461,-2.1484479901056448e-05,1.0533020074648525,-2.0402004621264623e-05,1.0002323781097688,0.9979007789984456,1.0003715321397262,0.00027520585089578785,5.45,4.0
b4c23,batch4,1039.0,False,-6.237111973252809,1.667882896593737,-3.672414502359404,0.18351443660899702,5.0,-4.221677879033512,-1.776884507187231,-4.26765618720981,-1.800928120326098,8.361682127313755e-07,1.0509517281484229,7.951704186988888e-07,0.9994229785108701,0.9990911585042582,1.000367273741285,5.744819454650435e-05,4.9585,4.0
b4c24,batch4,989.0,False,-6.227788953393729,1.6869340366637182,-3.874751789314261,0.3042504470793898,5.0,-4.273704858371539,-1.8531202264962499,-4.323017978987344,-1.8826983974838063,-1.6865108225147588e-06,1.048162255486291,-1.60827729909442e-06,0.9995403164698372,0.9987763248224397,1.0001143616877828,0.0001806538504527651,4.8629999999999995,4.0
b4c25,batch4,454.0,False,-6.392612751193228,1.8922779062162671,-2.8701276915378315,-0.22926883349618138,5.0,-3.6953481028646396,-1.374074527413023,-3.6994901865816563,-1.3735670803620976,1.334528262213578e-05,1.0369486037175837,1.2849814340855342e-05,0.9984499703796952,0.998915708543689,0.9997950843558763,0.0003221076070178725,5.72,4.0
b4c26,batch4,477.0,False,-6.6410004822997575,1.9756672245840585,-4.606954210764647,0.7973460394460193,4.901239879668582,-3.71135357395499,-1.3628136763247087,-3.7597122993727448,-1.3890916119908019,-8.39055040198076e-06,1.0399365928179751,-8.066087204526363e-06,0.9997221687468325,0.9983979436768332,0.9999368419103628,0.0001832667867980723,5.72,4.0
b4c27,batch4,501.0,False,-6.546744825506595,1.9352099508082552,-3.897637465482604,0.37343865360761286,5.0,-3.797437756345447,-1.420324156956215,-3.8375418362543354,-1.4414835121634353,-1.8339022881895835e-06,1.0404534805318488,-1.7615504777279586e-06,0.9994051141590183,0.9986428422680911,1.0001450710445228,0.0002842723072469658,5.45,4.0
b4c28,batch4,829.0,False,-6.596100106051942,1.8384860466263517,-3.7895337435890113,0.20454808591459295,5.0,-4.111624516764207,-1.610574014428997,-4.171182951994675,-1.6406436400156506,2.1925157699446926e-06,1.067494442301793,2.0527246083019475e-06,0.9994327707817261,0.9990416630348293,1.0001088958913702,7.141484498264352e-05,4.9585,4.0
b4c29,batch4,888.0,False,-6.128055576091393,1.6767161415314629,-5.272410814058845,1.2207447658328663,3.746434912299253,-4.246937550933351,-1.6997673123418764,-4.356618229948352,-1.7627629907445879,-1.8774102659246667e-05,1.0681557509527928,-1.7578362664382324e-05,1.0001239213979702,0.9981621189198665,1.0000285044625534,0.00020705706634394753,4.84,4.0
b4c30,batch4,616.0,False,-6.6060258501461995,1.9808840603365752,-4.3133123500653285,0.6355128537997599,5.0,-4.138852804177505,-1.6341762704052682,-4.20612394625299,-1.6704484160435507,-7.53911069882969e-06,1.0526937562618013,-7.158838903354616e-06,0.9995960155904491,0.9982540437967516,1.0001089302233879,0.00013938936573396283,4.98875,4.0
b4c31,batch4,560.0,False,-6.510239695109358,1.8966471152611084,-4.230900629090828,0.5643957205578638,5.0,-3.8569751724496495,-1.455188630332044,-3.9131659875806903,-1.4841188512097196,-5.753727891161045e-06,1.0549260532537617,-5.452068744003455e-06,0.9996178948634912,0.9987052382607021,1.0000697173891964,0.00017089421920778557,5.45,4.0
b4c32,batch4,755.0,False,-6.4857468557277125,1.8146079735622587,-3.7765058857800735,0.2733249420945103,5.0,-4.104142455461088,-1.5904285850792022,-4.151956636658964,-1.614275980407432,-4.442795305339602e-09,1.057941391229025,-4.19703934529178e-09,0.9994207112500622,0.9989458266961384,1.000257128016056,4.450803316408716e-05,5.063000000000001,4.0
b4c33,batch4,506.0,False,-6.705725682129484,2.0057137377387724,-4.621966460249373,0.80422230876355,4.878000041984358,-3.6016181333347417,-1.3210564415751074,-3.6732562072912285,-1.3580641044870936,-1.0783549783550112e-05,1.0669703741702738,-1.0104863687391071e-05,0.999818279313011,0.9983447722154873,1.0000413037044462,6.429835962799837e-05,5.72,4.0
b4c34,batch4,892.0,False,-6.11986466286081,1.6848939547043862,-3.8169751412212647,0.35009140547694456,5.0,-4.52389636270359,-1.9267194624549282,-4.579240652322451,-1.9591968192381055,-4.728300556586113e-06,1.0523365362576782,-4.490904602918916e-06,0.9995013933529513,0.9984373063313647,0.9996650891838348,5.832562210252449e-05,4.84,4.0
b4c35,batch4,1082.0,False,-5.954999318676102,1.5844685977831194,-4.5356733663992275,0.7777921204167687,4.932813358931132,-4.213260879969456,-1.9085073999168405,-4.284587128560517,-1.966762319735981,-1.1370231292516223e-05,1.0567641171494533,-1.0757880879203019e-05,0.9998514715520895,0.9983944875355407,0.9999374782399677,5.1831992775479886e-05,4.84,4.0
b4c36,batch4,600.0,False,-6.256370081167736,1.7903081540672663,-5.2375378942946735,1.2245609555442272,3.7062817244092154,-3.8224086866876843,-1.4405365932209144,-3.9086470712912154,-1.4859235779948565,-1.9463027829316945e-05,1.061961570984951,-1.832892728636579e-05,1.0000816207115837,0.9979197172849644,0.9999720433502016,5.0528068169450704e-05,5.72,4.0
b4c37,batch4,864.0,False,-6.136409298433404,1.6999184081484457,-4.450328588577965,0.7191814950351715,5.0,-4.320316021363077,-1.7236835244336106,-4.385373930250274,-1.7611926752014604,-1.0294880643171557e-05,1.0457192005289628,-9.842677525356358e-06,0.9997859353237886,0.9983235225702048,1.0000697065095352,4.612434151334351e-05,5.063000000000001,4.0
b4c38,batch4,1166.0,False,-6.2726660785917465,1.6916199732008197,-4.1640287268244816,0.4594501060753525,5.0,-4.330981002343323,-1.857543690522776,-4.396338483505859,-1.8969635995860334,-2.3194755720471584e-06,1.0604367265875072,-2.186324888233893e-06,0.9995618128839726,0.9988215683716566,1.0000241906958272,4.405748820783336e-05,4.84,4.0
b4c39,batch4,739.0,False,-6.49062708455301,1.8226043146188249,-4.733263101940659,0.8460002898887468,4.768666330049567,-4.052049664389294,-1.5878803067190803,-4.121679376863747,-1.6257837323400246,-9.172113790974937e-06,1.050506232348794,-8.730144133134128e-06,0.9998862890454648,0.9987639746486306,1.0000815802366179,4.13696061227146e-05,5.1850000000000005,4.0
b4c40,batch4,1089.0,False,-6.26234360905916,1.6941076124455619,-4.901820497749327,0.8992029156572772,4.6739733826832754,-4.4802340347629945,-1.745964040104899,-4.55936116424151,-1.7890619457334782,-7.710437847867235e-06,1.061486149501958,-7.2626976232803386e-06,0.9998463235476707,0.9986123477875416,1.0000763959214498,4.2586531461891824e-05,4.8629999999999995,4.0
b4c41,batch4,837.0,False,-6.991060674338848,1.9642526741756994,-2.7168282179113534,-0.5624936006945811,5.0,-4.2840788744435105,-1.716843344109487,-4.309892610747181,-1.7243946331421016,1.073101546071941e-05,1.0595251808377653,1.0119885684139885e-05,0.9991853752139689,0.9997420757853958,1.0000217579063304,4.545434503163277e-05,4.84,4.0
b4c42,batch4,775.0,False,-6.901917515285582,1.9591363192188112,-2.7919536614948393,-0.4560390179318562,5.0,-4.198231570660832,-1.7196963025343621,-4.218672957698969,-1.723362169422613,1.2831482993188064e-05,1.0531537630542154,1.2171122897902591e-05,0.9989542040718328,0.9996108157001291,1.000142882673379,4.6853375050768356e-05,4.84,4.0
b4c43,batch4,751.0,False,-7.0004302302478605,1.999788641993147,-2.042703982009301,-1.0443520191664057,5.0,-4.228621714014457,-1.7485820388401367,-4.235759243261722,-1.7433666507158474,1.4798554112552308e-05,1.0448190696998554,1.414934941776174e-05,0.9989834130473911,0.9997541788402002,1.000166203365739,3.4185875498126116e-05,4.8629999999999995,4.0
b4c44,batch4,943.0,False,-6.658958052990849,1.8185966752700264,-1.549866195630119,-1.4181139119266966,5.0,-4.2713377307671525,-1.7296266960345552,-4.2815034366547495,-1.7287674082675648,1.3845495361783277e-05,1.0466271504436195,1.3216781018788138e-05,0.9991005373425565,0.9997742393009953,1.0000963311675157,7.4762003936788e-05,4.9585,4.0
